,selling_price,km_driven,max_power(bhp),fuel,owner
3865,75000,120000,62.0,2,1
3866,860000,35000,88.5,1,1
3867,250000,50000,67.05,2,2
3868,700000,82000,88.7,1,1
3869,399000,70000,74.0,1,3
3870,320000,90000,85.8,2,1
3872,1100000,79000,141.0,1,2
3873,750000,291000,102.0,1,2
3874,750000,250000,102.0,1,2
3875,530000,20000,63.0,1,1
3876,750000,53000,88.5,1,1
3877,560000,21500,76.0,2,1
3878,450000,89000,69.0,1,1
3879,459999,35000,85.8,2,2
3880,235000,43000,67.1,2,2
3881,180000,80000,62.1,2,2
3882,140000,80000,63.0,2,2
3883,620000,110000,88.73,1,1
3884,190000,100000,55.2,2,1
3885,380000,25000,55.2,2,1
3886,1145000,20000,98.96,1,1
3887,540000,70000,74.0,1,1
3888,800000,197000,102.0,1,1
3889,150000,100000,64.0,2,2
3890,55000,70000,37.0,2,1
3891,919999,140000,140.0,1,1
3893,135000,50000,46.3,2,1
3894,340000,40300,84.0,2,1
3895,525000,120000,102.0,1,2
3896,411000,25000,67.04,2,2
3897,150000,155000,67.1,2,3
3898,575000,50000,88.7,2,1
3899,595000,30030,81.83,2,1
3900,525000,29029,82.0,2,1
3901,335000,72072,73.9,1,1
3902,300000,54000,68.0,1,1
3903,415000,82082,88.73,1,1
3904,925000,48000,140.0,1,2
3905,750000,20000,91.1,2,1
3906,1150000,49000,126.2,1,1
3907,260000,35000,67.0,2,3
3908,260000,67000,40.3,3,1
3909,347000,80600,73.9,1,1
3910,195000,58609,55.2,2,2
3911,265000,33003,67.0,2,1
3912,320000,43000,58.16,3,2
3913,590000,16500,81.83,2,1
3914,650000,138000,102.0,1,2
3915,509999,165500,75.0,1,2
3916,350000,120000,73.9,1,2
3917,749000,30000,108.5,1,1
3918,150000,70000,69.0,1,2
3920,58000,170000,60.0,2,3
3921,200000,120000,64.1,1,3
3923,240000,168000,74.0,1,2
3924,515000,60000,98.6,1,2
3925,145000,120000,46.3,2,2
3926,450000,5800,67.04,2,2
3927,179000,68700,66.1,2,3
3928,220000,108000,103.2,2,3
3932,850000,90000,121.36,2,1
3933,270000,60000,73.9,2,2
3934,335000,17000,55.2,2,1
3935,459999,5000,67.04,2,1
3936,710000,60000,88.5,1,1
3937,330000,140000,74.0,1,2
3938,1515000,15000,170.0,1,1
3939,750000,25000,108.5,2,1
3940,160000,50000,62.1,2,2
3941,215000,60000,56.3,1,2
3942,60000,40000,38.0,2,2
3943,480000,72000,85.8,2,1
3944,140000,195000,88.8,1,2
3945,200000,70000,55.2,2,1
3946,400000,83000,63.1,1,1
3947,180000,100000,55.2,2,2
3948,550000,25000,81.8,2,1
3949,550000,50000,74.0,1,1
3950,550000,67000,88.76,1,1
3951,270000,30000,67.1,2,1
3952,315000,85000,63.12,1,1
3953,875000,25000,105.0,1,1
3954,400000,170000,102.0,1,1
3955,540000,110000,75.0,1,1
3956,350000,60000,58.16,3,1
3957,360000,80000,126.32,1,2
3958,300000,31000,67.04,2,1
3959,350000,100000,70.0,1,1
3960,650000,130000,100.0,1,1
3961,350000,20000,67.04,2,1
3962,700000,60000,98.59,1,1
3963,415000,102996,74.0,1,2
3984,550000,60000,88.73,1,1
3985,595000,129000,140.0,1,3
3986,550000,67000,75.0,1,1
3987,2000000,120000,142.0,1,1
3988,400000,120000,138.03,1,4
3989,500000,96500,91.72,1,1
3990,340000,52412,67.1,2,1
3991,480000,85472,120.0,1,1
3992,480000,87452,98.59,1,2
3993,750000,17000,98.96,1,1
3994,100000,66530,67.0,2,2
3995,290000,40000,82.85,2,1
3996,425000,96500,91.72,1,1
3997,285000,79000,116.3,2,1
3998,625000,50000,100.0,1,1
3999,170000,60000,75.0,1,2
4000,459999,35000,88.7,2,1
4001,450000,120000,91.72,1,1
4002,650000,10000,81.8,2,1
4003,600000,15000,81.86,2,1
4004,178000,70000,47.3,3,2
4005,300000,5000,47.3,2,1
4006,150000,40000,46.3,2,1
4007,590000,10000,81.86,2,1
4008,310000,25000,55.2,2,1
4009,400000,53000,88.7,2,1
4010,520000,110000,120.0,1,2
4011,300000,200000,75.0,1,2
4012,1000000,22000,110.0,2,1
4013,65000,70000,67.1,2,4
4014,509999,75000,98.6,1,2
4015,221000,70000,67.1,2,1
4016,390000,64000,103.2,2,3
4017,350000,60000,80.0,2,1
4018,195000,40000,46.3,2,1
4019,1750000,110000,241.4,1,2
4020,600000,60000,120.0,1,1
4021,615000,72000,88.73,1,1
4022,350000,70000,88.76,1,2
4023,140000,75000,57.6,1,1
4024,650000,32331,88.73,1,2
4025,1100000,70000,126.2,1,1
4026,285000,80000,90.0,1,2
4027,190000,20000,62.0,2,2
4028,350000,110000,97.7,2,1
4029,400000,40000,82.0,2,2
4030,2100000,40000,163.7,2,1
4031,434999,90000,81.83,2,2
4032,450000,50000,85.8,2,2
4033,45000,137000,53.0,2,1
4034,450000,60000,81.83,2,1
4035,580000,30000,74.0,1,1
4036,900000,98000,126.2,1,1
4037,750000,50000,88.5,1,1
4038,140000,120000,69.0,1,3
4039,525000,30000,81.86,2,1
4040,114999,120000,69.0,1,3
4041,399000,40000,84.0,2,1
4043,275000,90000,71.0,1,2
4044,340000,80000,90.0,1,2
4045,222000,120000,55.2,4,1
4046,850000,200000,184.0,1,1
4047,70000,110000,53.5,1,2
4048,430000,38000,84.0,2,2
4049,430000,35000,84.0,2,2
4050,320000,70000,67.04,2,1
4052,500000,120000,78.0,1,2
4053,500000,110000,108.45,1,2
4054,229999,140000,75.0,1,1
4055,600000,155000,120.0,1,2
4057,500000,80000,63.1,1,2
4058,315000,120000,63.0,1,2
4059,265000,80000,67.1,2,1
4060,350000,110000,99.0,1,2
4061,200000,230000,70.0,1,1
4062,114999,172000,52.8,1,2
4063,425000,25000,81.83,2,1
4064,900000,35000,98.96,1,1
4065,550000,126000,120.0,1,1
4066,900000,30000,98.6,1,1
4067,165000,97000,68.05,2,3
4068,850000,120000,126.2,1,1
4069,850000,120000,126.32,1,1
4070,550000,80000,105.0,1,2
4071,500000,60000,73.9,1,2
4073,160000,60000,68.05,2,1
4074,670000,60000,98.6,1,1
4075,430000,90000,74.0,1,1
4076,375000,30000,82.0,2,1
4077,650000,35000,81.83,2,1
4078,500000,35000,74.0,1,1
4080,1350000,25000,140.0,1,1
4081,600000,40000,108.62,1,1
4082,1200000,25000,126.2,1,1
4092,550000,23456,82.0,2,1
4094,1225000,39000,140.0,1,1
4095,700000,15000,88.7,2,1
4096,530000,40000,74.0,1,1
4103,150000,70000,79.4,2,1
4104,475000,40000,85.8,2,1
4105,375000,136500,120.0,1,4
4106,425000,70000,77.0,1,2
4107,800000,90000,98.6,1,2
4108,40000,32000,37.0,2,2
4109,509999,8000,67.0,2,2
4110,387000,170000,67.04,1,1
4111,235000,25000,47.3,2,1
4112,95000,120000,68.0,1,4
4113,340000,110000,75.0,1,3
4114,1000000,100000,140.0,1,1
4115,160000,115000,68.0,1,2
4116,365000,120000,120.0,1,4
4117,300000,265000,75.0,1,2
4118,260000,90000,75.0,1,2
4119,860000,40000,88.7,2,1
4120,114999,55000,103.2,2,2
4121,100000,90000,46.3,2,2
4122,565000,111000,103.2,1,1
4123,450000,120000,112.0,1,2
4124,625000,15000,83.1,2,1
4125,280000,30000,47.3,2,2
4126,330000,50000,67.05,2,1
4127,1300000,40000,126.2,1,1
4128,65000,50000,70.0,2,2
4129,480000,45000,84.0,2,2
4130,400000,35000,69.0,1,2
4131,500000,80000,138.0,1,1
4132,320000,120000,112.0,1,1
4133,750000,90000,140.0,1,2
4134,620000,100000,70.0,1,1
4135,300000,120000,73.9,1,3
4136,1405000,15000,121.3,2,1
4137,282000,15000,47.3,2,1
4138,700000,15000,81.8,2,1
4139,700000,70000,99.0,1,1
4140,600000,135000,98.59,1,1
4141,290000,80000,103.5,1,2
4142,430000,80000,147.9,1,2
4143,575000,19000,81.83,2,1
4144,875000,42000,121.3,2,1
4145,180000,77000,67.1,2,1
4146,229999,120000,73.94,1,1
4147,800000,10000,81.8,2,1
4148,60000,110000,63.0,2,3
4149,150000,110000,104.68,2,1
4150,100000,90000,70.0,1,3
4151,900000,90000,121.3,2,1
4152,850000,50000,88.73,1,1
4153,220000,50000,56.3,1,1
4154,250000,40000,47.3,2,2
4155,125000,120000,74.0,1,1
4159,400000,40000,84.0,2,1
4160,50000,62000,37.0,2,1
4161,1000000,10000,121.3,2,1
4162,600000,160000,98.6,1,1
4163,250000,60000,80.0,2,1
4164,310000,110000,63.0,1,1
4165,120000,60000,67.1,2,4
4166,390000,78000,112.0,1,1
4167,458000,30000,68.0,2,1
4168,950000,20000,98.96,1,1
4169,650000,21000,81.8,2,1
4170,400000,70000,74.0,1,1
4171,400000,70000,82.0,2,2
4172,100000,42500,46.3,2,1
4173,350000,25000,78.9,2,1
4174,450000,80000,138.1,1,2
4175,350000,90000,116.6,1,1
4176,250000,80000,73.9,1,4
4177,450000,146000,62.1,1,2
4178,157000,47200,37.0,2,3
4179,1500000,60000,152.87,1,1
4181,75000,100000,65.3,2,2
4182,280000,100000,80.0,1,2
4184,250999,120000,83.8,1,4
4185,350000,80000,132.0,2,2
4186,300000,34000,67.0,2,1
4187,819999,50000,83.8,1,1
4188,409999,100000,70.0,1,2
4189,275000,52000,103.2,2,2
4190,497000,110000,88.76,1,1
4191,500000,70000,81.83,2,1
4192,170000,120000,83.0,1,2
4196,2700000,10000,174.57,1,1
4198,975000,30000,98.96,1,1
4199,620000,15000,94.93,2,1
4202,1227000,5000,117.6,2,1
4204,950000,40000,98.96,1,1
4208,1700000,16500,141.0,2,1
4209,545000,110000,88.76,1,1
4210,400000,72000,74.0,1,1
4213,562000,60000,74.0,1,1
4214,96000,120000,83.1,1,1
4253,155000,100000,68.0,1,3
4274,590000,80000,89.75,1,1
4275,350000,120000,71.0,1,2
4276,484999,30000,81.8,2,1
4277,240000,110000,70.0,1,2
4278,500000,219000,102.0,1,2
4279,300000,80000,47.3,2,1
4280,750000,80000,88.5,1,1
4281,574000,35000,83.14,2,2
4282,200000,167000,88.8,1,1
4283,1100000,94000,126.2,1,1
4284,350000,80000,62.1,2,1
4285,70000,100000,37.0,2,2
4286,120000,90000,70.0,2,2
4287,700000,246000,100.0,1,2
4288,500000,10000,83.1,2,1
4289,370000,90000,69.01,1,1
4290,600000,5200,83.81,2,1
4291,100000,120000,60.0,2,2
4292,409999,90000,74.0,1,2
4293,750000,50000,117.3,2,1
4294,600000,5000,81.86,2,1
4295,550000,10500,82.0,2,1
4296,950000,26000,108.45,1,1
4297,645000,139000,120.0,1,1
4298,750000,60000,140.0,1,2
4299,650000,40000,178.0,2,1
4300,800000,25000,110.4,2,1
4301,350000,60000,138.0,2,2
4302,700000,25000,110.4,2,1
4303,335000,15000,85.8,2,1
4304,270000,110000,73.9,1,1
4306,320000,100000,73.9,1,2
4307,120000,120000,63.0,2,1
4308,730000,55000,163.2,2,2
4309,125000,120000,104.68,2,3
4310,150000,35000,64.0,2,1
4311,310000,13000,47.3,2,1
4312,625000,50000,74.0,1,1
4313,267000,40000,78.9,2,1
4314,600000,25000,81.86,2,1
4315,180000,110000,73.0,2,2
4316,700000,5000,88.5,2,1
4317,121000,50000,37.0,2,2
4318,350000,80000,82.0,2,3
4319,869999,225000,100.0,1,2
4339,80000,100000,64.0,2,3
4340,120000,93331,68.05,2,2
4341,370000,120000,115.0,1,2
4342,750000,70000,108.5,1,1
4343,484999,100000,63.0,1,1
4344,120000,90000,82.0,1,2
4364,3100000,90000,174.5,1,1
4367,750000,6500,81.8,2,1
4368,350000,80000,80.0,2,1
4369,400000,100000,120.0,1,3
4370,570000,120000,67.05,1,2
4371,180000,120000,55.2,2,2
4372,68000,110000,77.0,2,3
4373,280000,150000,66.0,1,3
4374,90000,120000,70.0,1,4
4375,2600000,100000,203.2,1,2
4376,700000,63000,83.83,1,1
4377,1850000,40000,136.0,1,2
4378,685000,109000,89.84,1,1
4379,565000,114000,73.94,1,1
4380,1600000,33000,177.5,2,2
4381,395000,160000,70.0,1,3
4382,425000,101000,88.76,1,1
4383,1350000,5400,108.6,1,5
4384,1950000,45000,183.0,1,2
4385,535000,31000,67.0,2,1
4386,500000,31000,67.0,2,1
4387,434999,55000,81.8,2,1
4388,250000,55000,37.48,2,1
4389,700000,117000,126.32,1,1
4390,1100000,102000,187.74,1,1
4391,900000,108000,175.0,1,1
4392,425000,75000,81.8,2,1
4393,1600000,74000,170.0,1,1
4394,325000,158000,98.96,1,1
4397,1140000,10000,108.5,1,1
4398,980000,53000,147.94,1,1
4399,1920000,20000,170.0,1,2
4400,808000,5000,108.6,2,1
4401,550000,30000,85.8,2,1
4402,215000,64000,46.3,2,1
4403,512000,10500,86.8,2,1
4404,215000,50000,46.3,2,2
4405,500000,60000,103.5,1,1
4406,700000,35000,103.52,1,1
4407,525000,135000,138.03,1,1
4408,550000,70000,120.0,1,2
4409,750000,80000,88.5,1,1
4410,395000,25000,67.0,2,1
4411,675000,5000,81.83,2,1
4412,140000,80000,62.1,2,3
4413,430000,120000,120.0,1,2
4435,300000,10000,67.04,2,1
4436,355000,68000,76.9,1,1
4437,180000,35000,47.3,2,2
4440,125000,50000,65.3,2,1
4443,810000,29700,88.5,1,1
4444,671000,20000,98.63,2,1
4445,295000,20000,47.3,2,1
4446,850000,40000,88.5,1,1
4447,409999,90000,74.0,1,1
4448,600000,90000,93.7,2,1
4449,600000,80000,62.1,1,1
4450,220000,60000,67.1,2,3
4451,550000,56000,74.0,1,1
4452,650000,50000,75.0,1,1
4453,655000,50000,75.0,1,2
4454,130000,74000,68.0,1,1
4455,400000,123000,108.45,1,1
4457,155000,54000,46.3,2,1
4458,250000,50000,64.1,2,1
4459,400000,80000,82.0,2,2
4460,500000,10000,67.05,2,1
4461,565000,10000,68.0,2,1
4462,900000,40000,98.96,1,1
4463,650000,120000,70.0,1,1
4464,600000,45000,62.1,1,1
4465,800000,35000,74.02,1,1
4466,575000,60000,88.73,1,1
4467,550000,40000,110.4,2,1
4468,190000,80000,103.3,2,3
4469,750000,37000,98.96,1,1
4470,625000,22000,83.1,2,1
4471,799000,60000,88.73,1,2
4472,300000,57000,67.04,2,2
4473,850000,27000,91.1,2,1
4474,130000,70000,62.0,2,1
4475,229999,40000,67.1,2,2
4476,400000,60000,67.04,2,1
4477,900000,35000,105.0,1,1
4478,800000,70000,120.0,1,1
4479,250999,43000,55.2,2,2
4480,250000,110000,90.0,2,2
4481,100000,100000,67.0,2,2
4482,450000,64000,81.8,2,1
4483,575000,96000,83.8,1,1
4484,400000,96000,83.8,1,1
4485,480000,7600,67.0,2,1
4486,490000,7000,67.0,2,1
4487,150000,120000,70.0,1,2
4488,600000,50000,74.0,1,1
4489,500000,50000,71.0,1,2
4490,425000,80000,88.7,1,1
4491,108000,200000,82.0,1,2
4492,1030000,190000,100.6,1,1
4493,360000,34000,67.04,2,1
4494,290000,80000,73.9,2,2
4496,70000,20000,57.0,1,1
4497,320000,70000,83.8,1,2
4500,755000,29340,126.32,1,1
4501,215000,120000,68.0,1,1
4502,735000,200000,102.0,1,2
4503,190000,70000,68.05,2,2
4504,1365000,80800,100.6,1,2
4505,675000,24265,88.7,2,1
4506,438999,81000,74.0,1,1
4507,550000,240000,108.5,1,1
4508,409999,35000,85.8,2,1
4509,350000,15000,53.3,2,1
4510,135000,49000,57.6,1,3
4511,1490000,56900,147.8,1,2
4512,520000,70000,74.0,1,2
4513,315000,180000,73.9,1,1
4514,235000,50000,66.1,2,1
4515,80500,50000,94.0,2,3
4516,375000,88200,73.94,1,1
4517,189000,93000,85.0,2,2
4518,550000,120000,98.6,1,1
4519,260000,110000,68.0,1,2
4540,300000,40000,67.05,2,1
4541,350000,120000,118.0,2,2
4543,892000,10000,88.5,1,1
4544,285000,70000,92.0,1,2
4545,300000,60000,68.05,4,1
4546,620000,90000,88.5,1,1
4547,750000,90000,88.5,1,1
4548,270000,35000,47.3,2,1
4550,300000,40000,62.1,2,2
4553,220000,80000,69.0,1,1
4554,260000,99000,103.3,2,2
4555,600000,7500,81.8,2,1
4556,80000,60000,37.48,2,1
4557,300000,40800,55.2,2,1
4558,300000,70000,88.7,2,1
4559,400000,100000,82.0,2,1
4560,550000,8588,81.8,2,1
4561,1200000,40000,97.9,1,1
4562,500000,60000,99.0,1,1
4563,93000,80000,85.0,2,3
4564,500000,110000,98.6,1,1
4565,670000,150000,67.05,1,1
4566,750000,120000,102.0,1,2
4567,370000,30000,67.05,2,1
4568,100000,70000,37.0,2,2
4569,425000,50000,68.05,2,1
4570,370000,305000,102.0,1,4
4572,229999,212000,138.1,1,3
4573,850000,35000,88.5,1,1
4574,750000,22000,65.0,1,1
4575,235000,50000,90.0,1,1
4576,700000,70000,98.6,1,1
4577,480000,56000,70.0,1,1
4578,475000,50000,74.0,1,1
4579,610000,120000,103.52,1,1
4580,650000,120000,102.0,1,2
4581,800000,70000,98.6,1,1
4582,520000,120000,138.1,1,1
4583,160000,90000,69.0,1,1
4584,1000000,70000,88.5,1,1
4585,700000,120000,88.76,1,2
4586,590000,70000,98.6,1,2
4587,140000,80000,67.1,2,2
4588,725000,100000,100.0,1,2
4589,1680000,157000,147.8,1,1
4590,550000,50000,74.0,1,1
4591,240000,90000,73.94,1,2
4592,667000,65000,184.0,1,1
4593,670000,50000,98.6,1,1
4594,550000,110000,74.0,1,1
4595,400000,30000,67.04,2,1
4596,545000,80000,126.32,1,2
4597,599000,70000,93.7,2,1
4598,725000,100000,88.7,1,1
4599,525000,120000,117.3,2,2
4600,204999,85000,73.9,1,2
4601,190000,110000,75.0,1,1
4602,310000,60000,70.0,1,4
4603,380000,90000,70.0,1,2
4604,204000,110000,67.1,2,3
4605,350000,25000,68.05,2,1
4606,350000,100000,103.6,1,1
4607,175000,120000,68.0,1,2
4608,340000,90000,103.6,1,1
4609,950000,35000,117.6,2,1
4610,894999,35000,117.3,2,1
4611,350000,101200,83.83,1,2
4612,100000,90000,85.0,2,2
4613,550000,76000,74.0,1,1
4614,100000,60000,70.0,1,3
4615,800000,90000,140.0,1,1
4616,525000,80000,62.1,1,2
4617,500000,179150,138.1,1,2
4618,42000,62000,37.0,2,1
4619,190000,160000,85.8,2,3
4620,694000,35000,74.02,1,1
4621,861999,120000,140.0,1,1
4622,650000,50000,98.6,1,1
4623,310000,70000,73.9,1,2
4624,360000,97000,74.0,1,1
4625,240000,90000,73.9,1,2
4626,500000,84487,140.0,1,4
4627,475000,100000,102.0,1,2
4628,100000,60000,46.3,2,3
4629,200000,110000,104.68,2,3
4630,430000,264000,102.0,1,1
4631,245000,146000,112.0,1,4
4632,450000,70000,74.0,1,1
4633,800000,51146,88.5,1,1
4634,215000,40000,85.8,2,1
4635,760000,50000,88.5,1,1
4636,416000,80000,88.8,1,1
4637,195000,120000,67.1,2,1
4638,325000,23000,47.3,2,1
4639,145000,70000,67.1,2,2
4640,675000,23000,74.0,1,1
4641,340000,30000,67.04,2,2
4642,340000,50000,90.0,1,1
4643,260000,40000,34.2,2,1
4644,300000,50000,47.3,2,1
4645,75000,60000,37.0,2,2
4646,350000,80000,70.0,1,1
4648,170000,150000,88.8,1,3
4649,600000,40000,85.8,2,1
4650,800000,25000,118.0,2,1
4651,850000,120000,80.84,1,2
4652,980000,120000,140.0,1,2
4653,850000,298000,141.0,1,2
4654,340000,270000,68.4,1,3
4655,900000,50000,88.5,1,2
4656,310000,120000,73.9,1,2
4657,600000,60000,88.8,1,3
4658,270000,149000,73.9,1,2
4659,509999,5000,68.0,2,1
4660,225000,70000,70.0,1,2
4661,280000,55000,78.9,2,1
4662,490000,100000,69.0,1,1
4663,440000,120000,62.1,1,1
4664,500000,291977,138.1,1,1
4665,476999,85000,158.8,2,3
4666,590000,70000,81.86,2,3
4667,500000,120000,141.0,1,1
4668,600000,40000,98.59,1,1
4669,750000,70000,120.0,1,1
4670,2950000,39000,187.74,1,1
4671,5200000,10000,190.0,1,1
4672,695000,36800,88.0,1,1
4673,690000,52200,74.0,1,1
4674,409999,78000,73.97,1,1
4675,1650000,16000,167.67,1,1
4676,2375000,30000,174.33,1,1
4677,525000,29000,73.97,1,2
4678,2150000,25000,170.63,1,1
4679,540000,60000,140.0,1,2
4680,2750000,60000,168.5,1,2
4681,1000000,112000,120.0,1,2
4682,2900000,15000,187.74,1,1
4683,725000,40000,100.0,1,1
4684,975000,36000,88.5,1,1
4685,355000,60000,67.05,2,1
4686,400000,120000,158.8,2,1
4687,265000,48000,47.3,2,1
4688,650000,40000,88.0,1,1
4689,720000,60000,88.5,1,1
4690,850000,25000,121.3,2,1
4691,290000,42000,67.05,2,1
4692,1200000,35000,204.0,2,2
4693,600000,90000,100.0,1,2
4694,300000,90000,73.9,1,2
4695,225000,110000,63.12,1,2
4696,240000,70000,73.9,1,2
4697,700000,80000,126.32,1,1
4698,470000,70000,74.0,1,2
4699,800000,80000,88.73,1,1
4700,450000,90000,108.45,1,1
4701,90000,90000,53.5,1,3
4702,450000,120000,87.2,1,2
4704,1465000,62000,171.5,1,1
4705,925000,79000,126.2,1,1
4706,1385000,60000,147.8,1,2
4707,2000000,20000,168.5,1,1
4708,80000,248200,70.0,1,2
4709,300000,110000,120.0,1,2
4710,360000,100000,73.9,1,1
4711,320000,70000,110.0,1,2
4712,99000,100000,52.0,1,2
4713,780000,50000,88.5,1,2
4714,620000,139000,88.76,1,1
4715,100000,120000,149.5,2,3
4716,210000,35000,64.1,2,2
4718,786000,7720,71.0,2,1
4719,1000000,50000,140.0,1,1
4720,120000,60000,58.0,1,2
4721,750000,100000,64.1,1,1
4722,550000,57882,81.83,2,1
4723,875000,142000,147.94,1,1
4724,890000,140000,147.94,1,3
4726,550000,30000,62.1,1,1
4727,400000,10000,67.0,2,1
4728,290000,30000,67.04,2,2
4729,150000,90000,69.0,1,1
4730,300000,35000,73.0,2,2
4740,500000,5000,68.0,2,1
4743,250000,50000,88.8,1,1
4749,220000,80000,69.0,1,1
4752,650000,242000,102.0,1,4
4753,5500000,22000,261.4,1,1
4754,875000,30000,74.02,1,1
4755,785000,9000,81.83,2,1
4756,819999,30000,88.7,2,1
4757,2950000,60000,188.0,1,1
4758,1925000,27000,147.51,1,1
4759,885000,39000,98.6,1,1
4760,680000,64000,110.4,2,1
4761,960000,42000,98.96,1,1
4762,385000,45000,86.8,2,1
4763,1650000,15000,167.67,1,1
4764,890000,55000,100.0,1,1
4765,1275000,64000,153.86,1,1
4766,6000000,27000,261.4,1,1
4767,1025000,15000,103.25,2,1
4768,675000,69000,103.6,2,1
4769,700000,80000,81.8,2,1
4770,780000,60000,98.59,1,1
4771,1050000,70000,126.32,1,1
4772,2700000,105000,241.4,1,2
4773,400000,100000,74.0,1,1
4774,400000,100000,62.1,1,1
4775,85000,90000,46.3,2,2
4776,1300000,35000,153.86,1,1
4777,819999,11500,100.0,1,1
4778,620000,40000,100.0,1,1
4779,260000,50000,67.0,2,1
4781,484999,55380,82.0,2,1
4787,2500000,13500,270.9,1,1
4790,650000,18816,73.75,2,1
4791,1748999,33019,147.8,1,1
4792,925000,18000,116.3,2,1
4797,810000,47747,88.5,1,1
4800,910000,70000,100.0,1,2
4801,300000,60000,48.21,1,2
4802,120000,80000,60.0,2,2
4803,490000,45900,81.83,2,2
4804,425000,70000,98.6,1,1
4805,155000,40000,46.3,2,1
4806,490000,90000,120.0,1,2
4807,132000,105000,46.3,2,1
4808,750000,30000,88.76,1,1
4809,225000,20000,67.1,2,1
4810,240000,80000,78.9,2,1
4811,33351,90000,67.1,2,3
4812,80000,80000,62.0,2,2
4813,40000,120000,37.0,2,1
4814,1100000,50000,98.6,1,2
4834,380000,80000,71.0,1,2
4835,300000,120000,138.1,1,2
4836,240000,50000,47.3,2,1
4837,325000,70000,74.0,1,1
4838,400000,130000,77.0,1,1
4839,800000,50000,83.8,1,1
4840,950000,80000,98.96,1,1
4841,300000,120000,74.0,1,4
4843,530000,59000,82.0,2,1
4844,350000,100000,73.8,1,3
4845,168000,50000,165.0,2,1
4846,240000,45000,53.3,2,2
4847,220000,80000,73.9,1,4
4848,110000,80000,67.0,2,4
4849,850000,100000,88.5,1,1
4851,2064000,24000,147.8,1,1
4852,950000,25000,88.5,1,1
4853,200000,68697,55.2,2,3
4854,660000,30000,74.0,1,1
4855,420000,40000,98.6,1,2
4856,150000,29000,65.0,2,1
4857,175000,68000,57.6,1,2
4858,750000,15000,88.7,2,1
4859,425000,70000,73.94,1,1
4860,790000,126000,87.2,1,3
4861,830000,300000,102.0,1,3
4862,650000,94000,98.6,1,2
4863,780000,129000,87.2,1,3
4864,180000,55000,68.05,2,2
4865,869999,40000,98.96,1,1
4866,275000,50000,88.8,1,1
4867,630000,25000,81.83,2,2
4868,150000,60000,125.0,2,2
4869,315000,25000,47.3,2,1
4870,189000,70000,70.0,1,2
4871,580000,120000,74.0,1,1
4873,825000,35000,88.5,1,1
4874,650000,60000,148.0,1,2
4875,50000,62000,90.0,2,2
4876,200000,120000,73.9,2,2
4877,135000,120000,70.0,1,3
4878,680000,80000,88.73,1,1
4879,670000,80000,88.73,1,1
4880,1000000,60000,218.0,1,1
4881,240000,80000,67.1,2,2
4882,555000,147279,139.01,1,2
4883,455000,98000,103.5,1,1
4884,750000,25000,74.02,1,1
4885,700000,90000,74.0,1,1
4886,220000,22000,37.48,2,1
4887,160000,120000,69.0,1,1
4888,225000,100000,76.9,1,2
4889,140000,120000,69.0,1,2
4890,600000,70000,74.0,1,2
4891,1000000,24700,140.0,1,1
4892,65000,100000,62.0,2,3
4893,500000,10000,81.8,2,1
4896,1150000,43526,140.0,1,1
4897,320000,55885,75.0,2,1
4898,950000,16034,98.96,1,1
4899,250000,156040,68.0,1,1
4900,400000,93415,141.0,1,1
4901,1100000,122000,177.0,1,2
4902,600000,20000,74.0,1,1
4903,509999,46000,81.8,2,1
4904,395000,50000,103.2,2,3
4905,469000,5000,67.05,2,1
4906,250000,42000,47.3,2,1
4907,130000,68519,62.1,2,1
4908,906000,30000,98.96,1,1
4909,160000,85000,68.0,1,1
4910,300000,88000,85.8,2,1
4911,60000,100000,37.5,2,4
4912,400000,100000,85.8,2,2
4913,450000,22966,84.48,2,1
4914,465000,80000,62.1,1,2
4915,325000,80000,74.0,1,2
4916,150000,70000,46.3,2,2
4917,250000,2350,55.2,2,1
4918,175000,50000,46.3,2,1
4919,175000,58000,46.3,2,1
4920,150000,80000,100.0,2,2
4921,797000,60000,70.0,1,1
4922,800000,35000,81.86,2,1
4923,750000,59872,62.1,1,1
4924,400000,140000,115.0,1,2
4925,160000,110000,46.3,2,1
4926,700000,91182,62.1,1,1
4927,160000,60000,46.3,2,3
4928,400000,100000,88.76,1,1
4929,451000,120000,67.06,1,1
4930,40000,80000,37.0,2,1
4931,300000,70000,88.8,1,3
4932,421000,59500,67.04,2,2
4934,950000,45000,88.5,1,1
4935,395000,75500,90.0,1,2
4936,950000,46000,88.5,1,2
4937,270000,60000,47.3,2,1
4938,360000,60000,100.0,2,2
4939,235000,152500,75.0,1,1
4940,1850000,60000,201.1,1,2
4945,1650000,69123,170.0,1,1
4946,376000,26000,86.8,2,1
4947,875000,77524,89.84,1,1
4948,459999,40523,82.85,2,2
4949,755000,39000,74.0,1,1
4950,6223000,7800,187.74,2,5
4951,5923000,11500,187.74,2,5
4952,6523000,23600,187.74,2,5
4953,1050000,220000,171.0,1,2
4955,1050000,120000,140.0,1,2
4956,800000,25000,83.1,2,1
4957,600000,31000,74.0,1,2
4958,530000,42000,83.1,2,1
4959,450000,80000,83.14,2,1
4960,235000,60000,67.1,2,1
4961,550000,240000,74.0,1,1
4962,395000,35000,103.5,2,2
4971,150000,120000,68.0,1,1
4973,515000,120000,103.2,1,2
4974,122000,60000,52.0,1,2
4975,160000,35000,68.05,2,3
4976,110000,120000,46.3,2,2
